paper_id,title,author,publication_year,published_venue,jel_codes,paper_url,treatment,outcome,sign,context,identification_methods,question,answer
14610,An Anatomy of International Trade: Evidence from French Firms,"Jonathan Eaton, Samuel Kortum, Francis Kramarz",2008,econometrica,"F12, L25, L11, F17, F14, F15",https://www.nber.org/papers/w14610,Lower trade barriers,Firm size inequality,+,"This paper studies French manufacturing firms using firm-level sales in 1986 for 229,900 firms (34,035 exporters) across 113 destinations (including France). It examines export entry, sales distributions, and how firm efficiency, fixed entry costs, and bilateral trade barriers shape participation and sales, combining customs and administrative manufacturing data. The authors estimate a heterogeneous‑firms trade model (Melitz-style) by the method of simulated moments and run general‑equilibrium counterfactuals (e.g., lower trade barriers or entry costs) to quantify effects on firm sales, exits, and welfare.",other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies French manufacturing firms using firm-level sales in 1986 for 229,900 firms (34,035 exporters) across 113 destinations (including France). It examines export entry, sales distributions, and how firm efficiency, fixed entry costs, and bilateral trade barriers shape participation and sales, combining customs and administrative manufacturing data. The authors estimate a heterogeneous‑firms trade model (Melitz-style) by the method of simulated moments and run general‑equilibrium counterfactuals (e.g., lower trade barriers or entry costs) to quantify effects on firm sales, exits, and welfare.

# Treatment–Outcome Pair
Treatment: Lower trade barriers
Outcome: Firm size inequality

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
14610,An Anatomy of International Trade: Evidence from French Firms,"Jonathan Eaton, Samuel Kortum, Francis Kramarz",2008,econometrica,"F12, L25, L11, F17, F14, F15",https://www.nber.org/papers/w14610,Firm efficiency,Probability of selling in a market,+,"This paper studies French manufacturing firms using firm-level sales in 1986 for 229,900 firms (34,035 exporters) across 113 destinations (including France). It examines export entry, sales distributions, and how firm efficiency, fixed entry costs, and bilateral trade barriers shape participation and sales, combining customs and administrative manufacturing data. The authors estimate a heterogeneous‑firms trade model (Melitz-style) by the method of simulated moments and run general‑equilibrium counterfactuals (e.g., lower trade barriers or entry costs) to quantify effects on firm sales, exits, and welfare.",other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies French manufacturing firms using firm-level sales in 1986 for 229,900 firms (34,035 exporters) across 113 destinations (including France). It examines export entry, sales distributions, and how firm efficiency, fixed entry costs, and bilateral trade barriers shape participation and sales, combining customs and administrative manufacturing data. The authors estimate a heterogeneous‑firms trade model (Melitz-style) by the method of simulated moments and run general‑equilibrium counterfactuals (e.g., lower trade barriers or entry costs) to quantify effects on firm sales, exits, and welfare.

# Treatment–Outcome Pair
Treatment: Firm efficiency
Outcome: Probability of selling in a market

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
14610,An Anatomy of International Trade: Evidence from French Firms,"Jonathan Eaton, Samuel Kortum, Francis Kramarz",2008,econometrica,"F12, L25, L11, F17, F14, F15",https://www.nber.org/papers/w14610,Decline in bilateral trade barriers,Sales in lower deciles,-,"This paper studies French manufacturing firms using firm-level sales in 1986 for 229,900 firms (34,035 exporters) across 113 destinations (including France). It examines export entry, sales distributions, and how firm efficiency, fixed entry costs, and bilateral trade barriers shape participation and sales, combining customs and administrative manufacturing data. The authors estimate a heterogeneous‑firms trade model (Melitz-style) by the method of simulated moments and run general‑equilibrium counterfactuals (e.g., lower trade barriers or entry costs) to quantify effects on firm sales, exits, and welfare.",other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies French manufacturing firms using firm-level sales in 1986 for 229,900 firms (34,035 exporters) across 113 destinations (including France). It examines export entry, sales distributions, and how firm efficiency, fixed entry costs, and bilateral trade barriers shape participation and sales, combining customs and administrative manufacturing data. The authors estimate a heterogeneous‑firms trade model (Melitz-style) by the method of simulated moments and run general‑equilibrium counterfactuals (e.g., lower trade barriers or entry costs) to quantify effects on firm sales, exits, and welfare.

# Treatment–Outcome Pair
Treatment: Decline in bilateral trade barriers
Outcome: Sales in lower deciles

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
14649,"Information, Liquidity, and the (Ongoing) Panic of 2007",Gary B. Gorton,2009,american_economic_review,"G21, G1, G01, G13",https://www.nber.org/papers/w14649,ABX information and lack of location information,Banks' confidence in counterparties,-,"This paper examines the U.S. subprime mortgage market and repo intermediation during the 2006–2008 housing downturn and the 2007 panic. Using daily ABX.HE index prices (launched January 2006), dealer-bank cash-tranche spreads, and repo-market indicators, it analyzes market-level units (RMBS tranches, ABX indices, dealer counterparties) in U.S. wholesale repo and shadow-banking settings. The institutional background includes securitization chains with limited secondary markets, tripartite repo intermediation, and shifts in repo haircuts and fails amid falling house prices and surging demand for credit protection.",,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper examines the U.S. subprime mortgage market and repo intermediation during the 2006–2008 housing downturn and the 2007 panic. Using daily ABX.HE index prices (launched January 2006), dealer-bank cash-tranche spreads, and repo-market indicators, it analyzes market-level units (RMBS tranches, ABX indices, dealer counterparties) in U.S. wholesale repo and shadow-banking settings. The institutional background includes securitization chains with limited secondary markets, tripartite repo intermediation, and shifts in repo haircuts and fails amid falling house prices and surging demand for credit protection.

# Treatment–Outcome Pair
Treatment: ABX information and lack of location information
Outcome: Banks' confidence in counterparties

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
14651,"Inventories, Markups, and Real Rigidities in Menu Cost Models","Oleksiy Kryvtsov, Virgiliu Midrigan",2009,review_of_economic_studies,"E32, E31",https://www.nber.org/papers/w14651,Monetary expansion,Inventory-to-sales ratio,-,"This paper studies U.S. manufacturing, trade and retail sectors using annual 4‑digit industry data (NBER, 1957–1996) and monthly NIPA series (Manufacturing & Trade, Retail, 1967–1997), and microdata from a Spanish supermarket (534 products, 1990–1992). Units of observation include industry‑level and firm/product‑level monthly and annual observations. The analysis assesses how identified monetary policy shocks (Romer‑Romer narrative and CEE VAR innovations) affect inventories, sales and markups in a setting with menu costs, ordering frictions and stockout‑avoidance, combining reduced‑form impulse responses with calibrated model simulations.",event studies; other time-series regressions; other panel regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies U.S. manufacturing, trade and retail sectors using annual 4‑digit industry data (NBER, 1957–1996) and monthly NIPA series (Manufacturing & Trade, Retail, 1967–1997), and microdata from a Spanish supermarket (534 products, 1990–1992). Units of observation include industry‑level and firm/product‑level monthly and annual observations. The analysis assesses how identified monetary policy shocks (Romer‑Romer narrative and CEE VAR innovations) affect inventories, sales and markups in a setting with menu costs, ordering frictions and stockout‑avoidance, combining reduced‑form impulse responses with calibrated model simulations.

# Treatment–Outcome Pair
Treatment: Monetary expansion
Outcome: Inventory-to-sales ratio

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
14743,Modeling Earnings Dynamics,"Joseph G. Altonji, Anthony Smith, Ivan Vidangos",2009,econometrica,"E21, J3, D31",https://www.nber.org/papers/w14743,Growth in general skills,Log wage increases,+,"This triplet refers to PSID-based estimates for U.S. male household heads (PSID waves 1975–1997; usable wages 1978–1996), at the individual-year level (men ages 18–62, non‑self‑employed). Using the paper's structural earnings model, the authors decompose log wage growth over the first thirty years in the labor market, attributing +0.580 log points to growth in general skills (vs. +0.111 from job shopping and +0.122 from tenure).",others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This triplet refers to PSID-based estimates for U.S. male household heads (PSID waves 1975–1997; usable wages 1978–1996), at the individual-year level (men ages 18–62, non‑self‑employed). Using the paper's structural earnings model, the authors decompose log wage growth over the first thirty years in the labor market, attributing +0.580 log points to growth in general skills (vs. +0.111 from job shopping and +0.122 from tenure).

# Treatment–Outcome Pair
Treatment: Growth in general skills
Outcome: Log wage increases

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
14743,Modeling Earnings Dynamics,"Joseph G. Altonji, Anthony Smith, Ivan Vidangos",2009,econometrica,"E21, J3, D31",https://www.nber.org/papers/w14743,Job-change and unemployment shocks,Variance of career earnings,+,"This paper studies earnings, wages, hours, employment and job-to-job mobility for U.S. male household heads using the Panel Study of Income Dynamics (PSID) waves 1975–1997 (calendar years 1975–1996, with usable wage observations 1978–1996). The unit is individual-year observations (men age 18–62, non‑self‑employed), with annual survey measures of employment at the survey date, hourly wages, annual hours, tenure and unemployment. The setting is the U.S. labor market across cohorts and careers; the authors model dynamics (tenure, experience, job‑specific shocks) under assumptions about measurement error and unobserved heterogeneity.",others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper studies earnings, wages, hours, employment and job-to-job mobility for U.S. male household heads using the Panel Study of Income Dynamics (PSID) waves 1975–1997 (calendar years 1975–1996, with usable wage observations 1978–1996). The unit is individual-year observations (men age 18–62, non‑self‑employed), with annual survey measures of employment at the survey date, hourly wages, annual hours, tenure and unemployment. The setting is the U.S. labor market across cohorts and careers; the authors model dynamics (tenure, experience, job‑specific shocks) under assumptions about measurement error and unobserved heterogeneity.

# Treatment–Outcome Pair
Treatment: Job-change and unemployment shocks
Outcome: Variance of career earnings

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
14754,Risk Preferences in the PSID: Individual Imputations and Family Covariation,"Miles S. Kimball, Claudia R. Sahm, Matthew D. Shapiro",2009,american_economic_review,"C42, D81, D12, E21, J12",https://www.nber.org/papers/w14754,Imputing risk tolerance (accounting for response error),Attenuation bias in regression estimates,-,"This empirical study analyzes U.S. household survey data—primarily the 1996 Panel Study of Income Dynamics (PSID) gamble responses and repeated Health and Retirement Study (HRS) waves (1992–2002)—for working respondents aged 20–69. It imputes individual risk-tolerance parameters from hypothetical lifetime-income gambles, uses HRS panel variation and HRS question-wording changes (pre/post-1998) to separate measurement error and status-quo bias, and estimates family covariation in risk preferences among parents, adult children, siblings, and spouses using maximum-likelihood and GMM-based methods.",other panel regressions; other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This empirical study analyzes U.S. household survey data—primarily the 1996 Panel Study of Income Dynamics (PSID) gamble responses and repeated Health and Retirement Study (HRS) waves (1992–2002)—for working respondents aged 20–69. It imputes individual risk-tolerance parameters from hypothetical lifetime-income gambles, uses HRS panel variation and HRS question-wording changes (pre/post-1998) to separate measurement error and status-quo bias, and estimates family covariation in risk preferences among parents, adult children, siblings, and spouses using maximum-likelihood and GMM-based methods.

# Treatment–Outcome Pair
Treatment: Imputing risk tolerance (accounting for response error)
Outcome: Attenuation bias in regression estimates

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
14826,"Financial Instability, Reserves, and Central Bank Swap Lines in the Panic of 2008","Maurice Obstfeld, Jay C. Shambaugh, Alan M. Taylor",2009,american_economic_review,"F36, E58, F33, F41, F21, E42, E44, F31, F42, O24",https://www.nber.org/papers/w14826,Lagged short-term debt,Currency depreciation,,"This triplet refers to country-level cross-sectional regressions (Table 2) that relate currency depreciation in 2008 — measured as the percent change in the local currency price of $1 from 12/31/2007 to 12/15/2008 — to explanatory variables observed in 2007. The authors include lagged short-term external debt (short-term debt/GDP in 2007) as an extra regressor (in EM-only and AD&EM samples) to test whether rollover risk exacerbated 2008 depreciations, alongside controls such as reserves and current account balances.",other panel regressions; other cross-sectional regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This triplet refers to country-level cross-sectional regressions (Table 2) that relate currency depreciation in 2008 — measured as the percent change in the local currency price of $1 from 12/31/2007 to 12/15/2008 — to explanatory variables observed in 2007. The authors include lagged short-term external debt (short-term debt/GDP in 2007) as an extra regressor (in EM-only and AD&EM samples) to test whether rollover risk exacerbated 2008 depreciations, alongside controls such as reserves and current account balances.

# Treatment–Outcome Pair
Treatment: Lagged short-term debt
Outcome: Currency depreciation

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",
14901,Wage Risk and Employment Risk over the Life Cycle,"Hamish Low, Costas Meghir, Luigi Pistaferri",2009,american_economic_review,"E21, D91, H31, J64",https://www.nber.org/papers/w14901,Increase in job destruction rate,output,-,"Structural life‑cycle analysis of US male workers (ages 22–61) using the 1993 SIPP panel for wage/job transitions and PSID 1988–1996 for employment/unemployment durations. The authors stratify by education (high school or less vs some college+), model quarterly consumption, labor supply and job mobility, and embed US institutions (Unemployment Insurance, Disability Insurance, Food Stamps, Social Security) to estimate wage processes with match effects and run calibrated counterfactual welfare simulations.",other panel regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
Structural life‑cycle analysis of US male workers (ages 22–61) using the 1993 SIPP panel for wage/job transitions and PSID 1988–1996 for employment/unemployment durations. The authors stratify by education (high school or less vs some college+), model quarterly consumption, labor supply and job mobility, and embed US institutions (Unemployment Insurance, Disability Insurance, Food Stamps, Social Security) to estimate wage processes with match effects and run calibrated counterfactual welfare simulations.

# Treatment–Outcome Pair
Treatment: Increase in job destruction rate
Outcome: output

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",-
14901,Wage Risk and Employment Risk over the Life Cycle,"Hamish Low, Costas Meghir, Luigi Pistaferri",2009,american_economic_review,"E21, D91, H31, J64",https://www.nber.org/papers/w14901,Ignoring job mobility,estimated variance of permanent wage shocks,+,"This result comes from estimating the wage process using the 1993 SIPP panel of U.S. male workers (ages 22–61), stratified by education. The authors model wages as having a permanent productivity component plus a firm-worker match effect and explicitly correct for selection into employment and job-to-job mobility; comparing estimates that ignore mobility versus those that include match heterogeneity, ignoring mobility roughly doubles the estimated variance of permanent wage innovations.",other panel regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This result comes from estimating the wage process using the 1993 SIPP panel of U.S. male workers (ages 22–61), stratified by education. The authors model wages as having a permanent productivity component plus a firm-worker match effect and explicitly correct for selection into employment and job-to-job mobility; comparing estimates that ignore mobility versus those that include match heterogeneity, ignoring mobility roughly doubles the estimated variance of permanent wage innovations.

# Treatment–Outcome Pair
Treatment: Ignoring job mobility
Outcome: estimated variance of permanent wage shocks

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
14942,The Demarcation of Land and the Role of Coordinating Institutions,"Gary D. Libecap, Dean Lueck",2009,journal_of_political_economy,"N51, K11, K22, Q28, O13, N60, L23, R14, Q15, D18, Q24, L38, D02, O20",https://www.nber.org/papers/w14942,Rectangular demarcation system,Land transactions,+,"This paper examines long-run causal effects of two land demarcation regimes—metes-and-bounds (MB) versus the Rectangular Survey (RS)—using historical variation from the late 18th century onward and mid-19th-century data. It studies a 39-county region in Ohio containing the Virginia Military District (MB) adjacent to RS areas created by the 1785 Land Ordinance. Units include parcels, townships, counties and farm-level observations drawn from 1850–1870 censuses, land conveyance records, maps and court cases; the institutional setting provides exogenous assignment of demarcation systems to identify impacts on parcel geometry, transactions, roads, litigation, and land values.",other cross-sectional regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper examines long-run causal effects of two land demarcation regimes—metes-and-bounds (MB) versus the Rectangular Survey (RS)—using historical variation from the late 18th century onward and mid-19th-century data. It studies a 39-county region in Ohio containing the Virginia Military District (MB) adjacent to RS areas created by the 1785 Land Ordinance. Units include parcels, townships, counties and farm-level observations drawn from 1850–1870 censuses, land conveyance records, maps and court cases; the institutional setting provides exogenous assignment of demarcation systems to identify impacts on parcel geometry, transactions, roads, litigation, and land values.

# Treatment–Outcome Pair
Treatment: Rectangular demarcation system
Outcome: Land transactions

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
15093,The Competitive Saving Motive: Evidence from Rising Sex Ratios and Savings Rates in China,"Shang-Jin Wei, Xiaobo Zhang",2009,journal_of_political_economy,"F3, D1",https://www.nber.org/papers/w15093,Local sex ratio,Savings by son households,+,"This triplet refers to a cross-sectional household-level analysis in China using CHIP 2002 rural data, restricted to three-person nuclear families (both parents present, mother ≤40) with one child. The regression (Table 5, Col.1) links savings by son-households in 2002 to the local pre-marital age-cohort sex ratio (inferred from the 1990 census) and controls (income, child ages, head characteristics, local inequality, health shocks) within the institutional setting of China’s family-planning regime and rising sex‑ratio imbalances.",other cross-sectional regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This triplet refers to a cross-sectional household-level analysis in China using CHIP 2002 rural data, restricted to three-person nuclear families (both parents present, mother ≤40) with one child. The regression (Table 5, Col.1) links savings by son-households in 2002 to the local pre-marital age-cohort sex ratio (inferred from the 1990 census) and controls (income, child ages, head characteristics, local inequality, health shocks) within the institutional setting of China’s family-planning regime and rising sex‑ratio imbalances.

# Treatment–Outcome Pair
Treatment: Local sex ratio
Outcome: Savings by son households

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
15117,Stepping Off the Wage Escalator: The Effects of Wage Growth on Equilibrium Employment,"Michael W. L. Elsby, Matthew D. Shapiro",2009,american_economic_review,"J3, E24, J2",https://www.nber.org/papers/w15117,Joint decline in return to experience and aggregate wage growth,Nonemployment rate,+,"The paper analyzes U.S. male labor‑market nonemployment from the late 1960s through the 2000s, focusing on non‑immigrant white males (age 16–64) and especially high‑school dropouts and cohorts entering 1960–2000. Using decennial Censuses, the ACS, CPS and PSID, it documents changes in experience–earnings profiles and HP‑filtered trend wage/productivity growth amid the 1970s productivity slowdown, and embeds these facts in a life‑cycle labor‑supply model (with returns to experience) to simulate effects on equilibrium employment across cohorts and ages.",other cross-sectional regressions; other time-series regressions; other panel regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
The paper analyzes U.S. male labor‑market nonemployment from the late 1960s through the 2000s, focusing on non‑immigrant white males (age 16–64) and especially high‑school dropouts and cohorts entering 1960–2000. Using decennial Censuses, the ACS, CPS and PSID, it documents changes in experience–earnings profiles and HP‑filtered trend wage/productivity growth amid the 1970s productivity slowdown, and embeds these facts in a life‑cycle labor‑supply model (with returns to experience) to simulate effects on equilibrium employment across cohorts and ages.

# Treatment–Outcome Pair
Treatment: Joint decline in return to experience and aggregate wage growth
Outcome: Nonemployment rate

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
15129,The organization of firms across countries,"Nicholas Bloom, Raffaella Sadun, John Van Reenen",2009,quarterly_journal_of_economics,"M2, L2, O33, O32",https://www.nber.org/papers/w15129,Rule of Law,Firm decentralization,+,"This triplet is estimated using plant-level survey data on ~3,660 medium-sized manufacturing firms (100–5,000 employees) interviewed in summer 2006 across 12 countries in Europe, North America and Asia. Rule of Law is measured at the country level (World Bank index) and the outcome is plant-manager decentralization (survey z-score). The paper reports a positive association estimated in cross-sectional plant-level regressions exploiting cross-country variation; Rule of Law cannot be separately identified when country fixed effects are included.",IV; other cross-sectional regressions,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This triplet is estimated using plant-level survey data on ~3,660 medium-sized manufacturing firms (100–5,000 employees) interviewed in summer 2006 across 12 countries in Europe, North America and Asia. Rule of Law is measured at the country level (World Bank index) and the outcome is plant-manager decentralization (survey z-score). The paper reports a positive association estimated in cross-sectional plant-level regressions exploiting cross-country variation; Rule of Law cannot be separately identified when country fixed effects are included.

# Treatment–Outcome Pair
Treatment: Rule of Law
Outcome: Firm decentralization

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
15158,The 2007 Subprime Market Crisis Through the Lens of European Central Bank Auctions for Short-Term Funds,"Nuno Cassola, Ali Hortacsu, Jakub Kastl",2009,econometrica,"E5, G01, D44, D53",https://www.nber.org/papers/w15158,August 2007 turmoil,Shading (marginal value minus bid),+,"This paper analyzes weekly ECB one‑week repo auctions in the euro area during 2007 (January–December), focusing on the abrupt market disruption after August 9, 2007. The unit of observation is individual banks (bidder identities) participating in ECB primary liquidity auctions. Using detailed bid schedules and auction outcomes, the authors recover bank-level willingness‑to‑pay for central‑bank liquidity and relate it to interbank secured/unsecured rates, collateral availability, CDS spreads, reserve requirements and country of origin to study heterogeneous funding stress during the subprime turmoil.",event studies; other panel regressions; other cross-sectional regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
This paper analyzes weekly ECB one‑week repo auctions in the euro area during 2007 (January–December), focusing on the abrupt market disruption after August 9, 2007. The unit of observation is individual banks (bidder identities) participating in ECB primary liquidity auctions. Using detailed bid schedules and auction outcomes, the authors recover bank-level willingness‑to‑pay for central‑bank liquidity and relate it to interbank secured/unsecured rates, collateral availability, CDS spreads, reserve requirements and country of origin to study heterogeneous funding stress during the subprime turmoil.

# Treatment–Outcome Pair
Treatment: August 2007 turmoil
Outcome: Shading (marginal value minus bid)

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
15222,Asset Return Dynamics under Bad Environment Good Environment Fundamentals,"Geert Bekaert, Eric Engstrom",2009,journal_of_political_economy,"G13, G14, G10, G12",https://www.nber.org/papers/w15222,Good-environment factor (pt),Equity price-dividend ratio,+,"The paper studies U.S. aggregate consumption and asset markets using monthly data (primarily January 1990–March 2009, with longer annual consumption series back to the Great Depression for robustness). Units are aggregate consumption (PCE nondurables and services), the S&P 500 (prices/dividends/returns), option-implied risk-neutral variance (VIX), and 30-day T-bills. In a representative‑agent, complete‑markets US setting, the authors estimate a structural consumption-based asset pricing model (Campbell–Cochrane preferences augmented with a BEGE consumption technology) to explain the variance premium, option prices, and term‑structure dynamics.",other time-series regressions; others,"# Role
You are an expert economist.

# Task
Given a context and a treatment–outcome pair, predict the most likely sign of the causal effect.

# Sign Definitions
- '+': The treatment increases the outcome (positive and statistically significant effect).
- '-': The treatment decreases the outcome (negative and statistically significant effect).
- 'None': No statistically significant effect.
- 'mixed': The effect varies across subgroups or specifications.

# Context
The paper studies U.S. aggregate consumption and asset markets using monthly data (primarily January 1990–March 2009, with longer annual consumption series back to the Great Depression for robustness). Units are aggregate consumption (PCE nondurables and services), the S&P 500 (prices/dividends/returns), option-implied risk-neutral variance (VIX), and 30-day T-bills. In a representative‑agent, complete‑markets US setting, the authors estimate a structural consumption-based asset pricing model (Campbell–Cochrane preferences augmented with a BEGE consumption technology) to explain the variance premium, option prices, and term‑structure dynamics.

# Treatment–Outcome Pair
Treatment: Good-environment factor (pt)
Outcome: Equity price-dividend ratio

# Output Format
Respond with a JSON object containing:
- predicted_sign: ""+"", ""-"", ""None"", or ""mixed""
- reasoning: A concise explanation of your reasoning
",+
